Province_State,Lat,Long_,Date,Reported Cases,Cases (Per Capita)
Massachusetts,41.72980578,-70.28854339,5/11/20,733.0,-1
Massachusetts,41.72980578,-70.28854339,5/12/20,961.0,-1
Massachusetts,41.72980578,-70.28854339,5/13/20,1287.0,-1
Massachusetts,41.72980578,-70.28854339,5/14/20,1803.0,-1
Massachusetts,41.72980578,-70.28854339,5/15/20,1326.0,-1
Massachusetts,41.72980578,-70.28854339,5/16/20,1588.0,-1
Massachusetts,41.72980578,-70.28854339,5/17/20,1126.0,-1
Massachusetts,41.72980578,-70.28854339,5/18/20,1066.0,-1
Massachusetts,41.72980578,-70.28854339,5/19/20,955.0,-1
Massachusetts,41.72980578,-70.28854339,5/20/20,1133.0,-1
Massachusetts,41.72980578,-70.28854339,5/21/20,1206.0,-1
Massachusetts,41.72980578,-70.28854339,5/22/20,936.0,-1
Massachusetts,41.72980578,-70.28854339,5/23/20,845.0,-1
Massachusetts,41.72980578,-70.28854339,5/24/20,1067.0,-1
Massachusetts,41.72980578,-70.28854339,5/25/20,658.0,-1
Massachusetts,41.72980578,-70.28854339,5/26/20,460.0,-1
Massachusetts,41.72980578,-70.28854339,5/27/20,602.0,-1
Massachusetts,41.72980578,-70.28854339,5/28/20,770.0,-1
Massachusetts,41.72980578,-70.28854339,5/29/20,682.0,-1
Massachusetts,41.72980578,-70.28854339,5/30/20,893.0,-1
Massachusetts,41.72980578,-70.28854339,5/31/20,695.0,-1
Massachusetts,41.72980578,-70.28854339,6/1/20,337.0,-1
Massachusetts,41.72980578,-70.28854339,6/2/20,358.0,-1
Massachusetts,41.72980578,-70.28854339,6/3/20,429.0,-1
Massachusetts,41.72980578,-70.28854339,6/4/20,471.0,-1
Massachusetts,41.72980578,-70.28854339,6/5/20,494.0,-1
Massachusetts,41.72980578,-70.28854339,6/6/20,575.0,-1
Massachusetts,41.72980578,-70.28854339,6/7/20,304.0,-1
Massachusetts,41.72980578,-70.28854339,6/8/20,190.0,-1
Massachusetts,41.72980578,-70.28854339,6/9/20,263.0,-1
Massachusetts,41.72980578,-70.28854339,6/10/20,267.0,-1
Massachusetts,41.72980578,-70.28854339,6/11/20,511.0,-1
Massachusetts,41.72980578,-70.28854339,6/12/20,392.0,-1
Massachusetts,41.72980578,-70.28854339,6/13/20,336.0,-1
Massachusetts,41.72980578,-70.28854339,6/14/20,208.0,-1
Massachusetts,41.72980578,-70.28854339,6/15/20,87.0,-1
Massachusetts,41.72980578,-70.28854339,6/16/20,195.0,-1
Massachusetts,41.72980578,-70.28854339,6/17/20,266.0,-1
Massachusetts,41.72980578,-70.28854339,6/18/20,271.0,-1
Massachusetts,41.72980578,-70.28854339,6/19/20,228.0,-1
Massachusetts,41.72980578,-70.28854339,6/20/20,286.0,-1
Massachusetts,41.72980578,-70.28854339,6/21/20,125.0,-1
Massachusetts,41.72980578,-70.28854339,6/22/20,149.0,-1
Massachusetts,41.72980578,-70.28854339,6/23/20,229.0,-1
Massachusetts,41.72980578,-70.28854339,6/24/20,172.0,-1
Massachusetts,41.72980578,-70.28854339,6/25/20,226.0,-1
Massachusetts,41.72980578,-70.28854339,6/26/20,233.0,-1
Massachusetts,41.72980578,-70.28854339,6/27/20,373.0,-1
Massachusetts,41.72980578,-70.28854339,6/28/20,224.0,-1
Massachusetts,41.72980578,-70.28854339,6/29/20,101.0,-1
Massachusetts,41.72980578,-70.28854339,6/30/20,114.0,-1
Massachusetts,41.72980578,-70.28854339,7/1/20,261.0,-1
Massachusetts,41.72980578,-70.28854339,7/2/20,195.0,-1
Massachusetts,41.72980578,-70.28854339,7/3/20,290.0,-1
Massachusetts,41.72980578,-70.28854339,7/4/20,210.0,-1
Massachusetts,41.72980578,-70.28854339,7/5/20,136.0,-1
Massachusetts,41.72980578,-70.28854339,7/6/20,163.0,-1
Massachusetts,41.72980578,-70.28854339,7/7/20,201.0,-1
Massachusetts,41.72980578,-70.28854339,7/8/20,264.0,-1
Massachusetts,41.72980578,-70.28854339,7/9/20,295.0,-1
Massachusetts,41.72980578,-70.28854339,7/10/20,213.0,-1
Massachusetts,41.72980578,-70.28854339,7/11/20,288.0,-1
Massachusetts,41.72980578,-70.28854339,7/12/20,199.0,-1
Massachusetts,41.72980578,-70.28854339,7/13/20,230.0,-1
Massachusetts,41.72980578,-70.28854339,7/14/20,303.0,-1
Massachusetts,41.72980578,-70.28854339,7/15/20,217.0,-1
Massachusetts,41.72980578,-70.28854339,7/16/20,234.0,-1
Massachusetts,41.72980578,-70.28854339,7/17/20,298.0,-1
Massachusetts,41.72980578,-70.28854339,7/18/20,359.0,-1
Massachusetts,41.72980578,-70.28854339,7/19/20,296.0,-1
Massachusetts,41.72980578,-70.28854339,7/20/20,255.0,-1
Massachusetts,41.72980578,-70.28854339,7/21/20,244.0,-1
Massachusetts,41.72980578,-70.28854339,7/22/20,287.0,-1
Massachusetts,41.72980578,-70.28854339,7/23/20,327.0,-1
Massachusetts,41.72980578,-70.28854339,7/24/20,338.0,-1
Massachusetts,41.72980578,-70.28854339,7/25/20,283.0,-1
Massachusetts,41.72980578,-70.28854339,7/26/20,369.0,-1
Massachusetts,41.72980578,-70.28854339,7/27/20,289.0,-1
Massachusetts,41.72980578,-70.28854339,7/28/20,256.0,-1
Massachusetts,41.72980578,-70.28854339,7/29/20,502.0,-1
Massachusetts,41.72980578,-70.28854339,7/30/20,414.0,-1
Massachusetts,41.72980578,-70.28854339,7/31/20,514.0,-1
Massachusetts,41.72980578,-70.28854339,8/1/20,428.0,-1
Massachusetts,41.72980578,-70.28854339,8/2/20,418.0,-1
Massachusetts,41.72980578,-70.28854339,8/3/20,199.0,-1
Massachusetts,41.72980578,-70.28854339,8/4/20,546.0,-1
Massachusetts,41.72980578,-70.28854339,8/5/20,440.0,-1
Massachusetts,41.72980578,-70.28854339,8/6/20,231.0,-1
Massachusetts,41.72980578,-70.28854339,8/7/20,417.0,-1
Massachusetts,41.72980578,-70.28854339,8/8/20,420.0,-1
Massachusetts,41.72980578,-70.28854339,8/9/20,329.0,-1
Massachusetts,41.72980578,-70.28854339,8/10/20,275.0,-1
Massachusetts,41.72980578,-70.28854339,8/11/20,392.0,-1
Massachusetts,41.72980578,-70.28854339,8/12/20,293.0,-1
Massachusetts,41.72980578,-70.28854339,8/13/20,423.0,-1
Massachusetts,41.72980578,-70.28854339,8/14/20,305.0,-1
Massachusetts,41.72980578,-70.28854339,8/15/20,471.0,-1
Massachusetts,41.72980578,-70.28854339,8/16/20,394.0,-1
Massachusetts,41.72980578,-70.28854339,8/17/20,248.0,-1
Massachusetts,41.72980578,-70.28854339,8/18/20,222.0,-1
Massachusetts,41.72980578,-70.28854339,8/19/20,352.0,-1
Massachusetts,41.72980578,-70.28854339,8/20/20,313.0,-1
Massachusetts,41.72980578,-70.28854339,8/21/20,488.0,-1
Massachusetts,41.72980578,-70.28854339,8/22/20,144.0,-1
Massachusetts,41.72980578,-70.28854339,8/23/20,0.0,-1
Massachusetts,41.72980578,-70.28854339,8/24/20,662.0,-1
Massachusetts,41.72980578,-70.28854339,8/25/20,398.0,-1
Massachusetts,41.72980578,-70.28854339,8/26/20,336.0,-1
Massachusetts,41.72980578,-70.28854339,8/27/20,368.0,-1
Massachusetts,41.72980578,-70.28854339,8/28/20,460.0,-1
Massachusetts,41.72980578,-70.28854339,8/29/20,446.0,-1
Massachusetts,41.72980578,-70.28854339,8/30/20,199.0,-1
Massachusetts,41.72980578,-70.28854339,8/31/20,304.0,-1
Massachusetts,41.72980578,-70.28854339,9/1/20,355.0,-1
Massachusetts,41.72980578,-70.28854339,9/2/20,294.0,-1
Massachusetts,41.72980578,-70.28854339,9/3/20,-7636.0,-1
Massachusetts,41.72980578,-70.28854339,9/4/20,212.0,-1
Massachusetts,41.72980578,-70.28854339,9/5/20,438.0,-1
Massachusetts,41.72980578,-70.28854339,9/6/20,366.0,-1
Massachusetts,41.72980578,-70.28854339,9/7/20,229.0,-1
Massachusetts,41.72980578,-70.28854339,9/8/20,171.0,-1
Massachusetts,41.72980578,-70.28854339,9/9/20,181.0,-1
Michigan,44.6846864,-83.59507875,1/23/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/24/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/25/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/26/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/27/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/28/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/29/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/30/20,0.0,-1
Michigan,44.6846864,-83.59507875,1/31/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/1/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/2/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/3/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/4/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/5/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/6/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/7/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/8/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/9/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/10/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/11/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/12/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/13/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/14/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/15/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/16/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/17/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/18/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/19/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/20/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/21/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/22/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/23/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/24/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/25/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/26/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/27/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/28/20,0.0,-1
Michigan,44.6846864,-83.59507875,2/29/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/1/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/2/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/3/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/4/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/5/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/6/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/7/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/8/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/9/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/10/20,0.0,-1
Michigan,44.6846864,-83.59507875,3/11/20,2.0,-1
Michigan,44.6846864,-83.59507875,3/12/20,1.0,-1
Michigan,44.6846864,-83.59507875,3/13/20,21.0,-1
Michigan,44.6846864,-83.59507875,3/14/20,12.0,-1
Michigan,44.6846864,-83.59507875,3/15/20,9.0,-1
Michigan,44.6846864,-83.59507875,3/16/20,31.0,-1
Michigan,44.6846864,-83.59507875,3/17/20,14.0,-1
Michigan,44.6846864,-83.59507875,3/18/20,69.0,-1
Michigan,44.6846864,-83.59507875,3/19/20,155.0,-1
Michigan,44.6846864,-83.59507875,3/20/20,157.0,-1
Michigan,44.6846864,-83.59507875,3/21/20,154.0,-1
Michigan,44.6846864,-83.59507875,3/22/20,506.0,-1
Michigan,44.6846864,-83.59507875,3/23/20,323.0,-1
Michigan,44.6846864,-83.59507875,3/24/20,488.0,-1
Michigan,44.6846864,-83.59507875,3/25/20,526.0,-1
Michigan,44.6846864,-83.59507875,3/26/20,564.0,-1
Michigan,44.6846864,-83.59507875,3/27/20,816.0,-1
Michigan,44.6846864,-83.59507875,3/28/20,1042.0,-1
Michigan,44.6846864,-83.59507875,3/29/20,863.0,-1
Michigan,44.6846864,-83.59507875,3/30/20,1050.0,-1
Michigan,44.6846864,-83.59507875,3/31/20,1148.0,-1
Michigan,44.6846864,-83.59507875,4/1/20,1766.0,-1
Michigan,44.6846864,-83.59507875,4/2/20,1513.0,-1
Michigan,44.6846864,-83.59507875,4/3/20,1991.0,-1
Michigan,44.6846864,-83.59507875,4/4/20,1514.0,-1
Michigan,44.6846864,-83.59507875,4/5/20,1533.0,-1
Michigan,44.6846864,-83.59507875,4/6/20,1552.0,-1
Michigan,44.6846864,-83.59507875,4/7/20,1824.0,-1
Michigan,44.6846864,-83.59507875,4/8/20,1432.0,-1
Michigan,44.6846864,-83.59507875,4/9/20,1221.0,-1
Michigan,44.6846864,-83.59507875,4/10/20,982.0,-1
Michigan,44.6846864,-83.59507875,4/11/20,1221.0,-1
Michigan,44.6846864,-83.59507875,4/12/20,683.0,-1
Michigan,44.6846864,-83.59507875,4/13/20,1439.0,-1
Michigan,44.6846864,-83.59507875,4/14/20,1420.0,-1
Michigan,44.6846864,-83.59507875,4/15/20,1102.0,-1
Michigan,44.6846864,-83.59507875,4/16/20,822.0,-1
Michigan,44.6846864,-83.59507875,4/17/20,1259.0,-1
Michigan,44.6846864,-83.59507875,4/18/20,806.0,-1
Michigan,44.6846864,-83.59507875,4/19/20,657.0,-1
Michigan,44.6846864,-83.59507875,4/20/20,636.0,-1
Michigan,44.6846864,-83.59507875,4/21/20,724.0,-1
Michigan,44.6846864,-83.59507875,4/22/20,1356.0,-1
Michigan,44.6846864,-83.59507875,4/23/20,1441.0,-1
Michigan,44.6846864,-83.59507875,4/24/20,1485.0,-1
Michigan,44.6846864,-83.59507875,4/25/20,459.0,-1
Michigan,44.6846864,-83.59507875,4/26/20,751.0,-1
Michigan,44.6846864,-83.59507875,4/27/20,494.0,-1
Michigan,44.6846864,-83.59507875,4/28/20,1132.0,-1
Michigan,44.6846864,-83.59507875,4/29/20,1213.0,-1
Michigan,44.6846864,-83.59507875,4/30/20,1099.0,-1
Michigan,44.6846864,-83.59507875,5/1/20,1046.0,-1
Michigan,44.6846864,-83.59507875,5/2/20,900.0,-1
Michigan,44.6846864,-83.59507875,5/3/20,623.0,-1
Michigan,44.6846864,-83.59507875,5/4/20,301.0,-1
Michigan,44.6846864,-83.59507875,5/5/20,566.0,-1
Michigan,44.6846864,-83.59507875,5/6/20,824.0,-1
Michigan,44.6846864,-83.59507875,5/7/20,674.0,-1
Michigan,44.6846864,-83.59507875,5/8/20,758.0,-1
Michigan,44.6846864,-83.59507875,5/9/20,506.0,-1
Michigan,44.6846864,-83.59507875,5/10/20,410.0,-1
Michigan,44.6846864,-83.59507875,5/11/20,545.0,-1
Michigan,44.6846864,-83.59507875,5/12/20,632.0,-1
Michigan,44.6846864,-83.59507875,5/13/20,556.0,-1
Michigan,44.6846864,-83.59507875,5/14/20,1348.0,-1
Michigan,44.6846864,-83.59507875,5/15/20,643.0,-1
Michigan,44.6846864,-83.59507875,5/16/20,505.0,-1
Michigan,44.6846864,-83.59507875,5/17/20,648.0,-1
Michigan,44.6846864,-83.59507875,5/18/20,892.0,-1
Michigan,44.6846864,-83.59507875,5/19/20,610.0,-1
Michigan,44.6846864,-83.59507875,5/20/20,857.0,-1
Michigan,44.6846864,-83.59507875,5/21/20,666.0,-1
Michigan,44.6846864,-83.59507875,5/22/20,555.0,-1
Michigan,44.6846864,-83.59507875,5/23/20,503.0,-1
Michigan,44.6846864,-83.59507875,5/24/20,349.0,-1
Michigan,44.6846864,-83.59507875,5/25/20,226.0,-1
Michigan,44.6846864,-83.59507875,5/26/20,353.0,-1
Michigan,44.6846864,-83.59507875,5/27/20,618.0,-1
Michigan,44.6846864,-83.59507875,5/28/20,524.0,-1
Michigan,44.6846864,-83.59507875,5/29/20,717.0,-1
Michigan,44.6846864,-83.59507875,5/30/20,392.0,-1
Michigan,44.6846864,-83.59507875,5/31/20,486.0,-1
Michigan,44.6846864,-83.59507875,6/1/20,217.0,-1
Michigan,44.6846864,-83.59507875,6/2/20,312.0,-1
Michigan,44.6846864,-83.59507875,6/3/20,417.0,-1
Michigan,44.6846864,-83.59507875,6/4/20,322.0,-1
Michigan,44.6846864,-83.59507875,6/5/20,842.0,-1
Michigan,44.6846864,-83.59507875,6/6/20,93.0,-1
Michigan,44.6846864,-83.59507875,6/7/20,55.0,-1
Michigan,44.6846864,-83.59507875,6/8/20,135.0,-1
Michigan,44.6846864,-83.59507875,6/9/20,63.0,-1
Michigan,44.6846864,-83.59507875,6/10/20,15.0,-1
Michigan,44.6846864,-83.59507875,6/11/20,267.0,-1
Michigan,44.6846864,-83.59507875,6/12/20,223.0,-1
Michigan,44.6846864,-83.59507875,6/13/20,164.0,-1
Michigan,44.6846864,-83.59507875,6/14/20,218.0,-1
Michigan,44.6846864,-83.59507875,6/15/20,31.0,-1
Michigan,44.6846864,-83.59507875,6/16/20,184.0,-1
Michigan,44.6846864,-83.59507875,6/17/20,228.0,-1
Michigan,44.6846864,-83.59507875,6/18/20,301.0,-1
Michigan,44.6846864,-83.59507875,6/19/20,299.0,-1
Michigan,44.6846864,-83.59507875,6/20/20,448.0,-1
Michigan,44.6846864,-83.59507875,6/21/20,166.0,-1
Michigan,44.6846864,-83.59507875,6/22/20,246.0,-1
Michigan,44.6846864,-83.59507875,6/23/20,240.0,-1
Michigan,44.6846864,-83.59507875,6/24/20,358.0,-1
Michigan,44.6846864,-83.59507875,6/25/20,434.0,-1
Michigan,44.6846864,-83.59507875,6/26/20,340.0,-1
Michigan,44.6846864,-83.59507875,6/27/20,350.0,-1
Michigan,44.6846864,-83.59507875,6/28/20,267.0,-1
Michigan,44.6846864,-83.59507875,6/29/20,277.0,-1
Michigan,44.6846864,-83.59507875,6/30/20,505.0,-1
Michigan,44.6846864,-83.59507875,7/1/20,361.0,-1
Michigan,44.6846864,-83.59507875,7/2/20,589.0,-1
Michigan,44.6846864,-83.59507875,7/3/20,497.0,-1
Michigan,44.6846864,-83.59507875,7/4/20,406.0,-1
Michigan,44.6846864,-83.59507875,7/5/20,360.0,-1
Michigan,44.6846864,-83.59507875,7/6/20,326.0,-1
Michigan,44.6846864,-83.59507875,7/7/20,633.0,-1
Michigan,44.6846864,-83.59507875,7/8/20,651.0,-1
Michigan,44.6846864,-83.59507875,7/9/20,512.0,-1
Michigan,44.6846864,-83.59507875,7/10/20,622.0,-1
Michigan,44.6846864,-83.59507875,7/11/20,685.0,-1
Michigan,44.6846864,-83.59507875,7/12/20,406.0,-1
Michigan,44.6846864,-83.59507875,7/13/20,422.0,-1
Michigan,44.6846864,-83.59507875,7/14/20,666.0,-1
Michigan,44.6846864,-83.59507875,7/15/20,1049.0,-1
Michigan,44.6846864,-83.59507875,7/16/20,926.0,-1
Michigan,44.6846864,-83.59507875,7/17/20,754.0,-1
Michigan,44.6846864,-83.59507875,7/18/20,745.0,-1
Michigan,44.6846864,-83.59507875,7/19/20,530.0,-1
Michigan,44.6846864,-83.59507875,7/20/20,527.0,-1
Michigan,44.6846864,-83.59507875,7/21/20,664.0,-1
Michigan,44.6846864,-83.59507875,7/22/20,671.0,-1
Michigan,44.6846864,-83.59507875,7/23/20,701.0,-1
Michigan,44.6846864,-83.59507875,7/24/20,641.0,-1
Michigan,44.6846864,-83.59507875,7/25/20,550.0,-1
Michigan,44.6846864,-83.59507875,7/26/20,1039.0,-1
Michigan,44.6846864,-83.59507875,7/27/20,512.0,-1
Michigan,44.6846864,-83.59507875,7/28/20,785.0,-1
Michigan,44.6846864,-83.59507875,7/29/20,1016.0,-1
Michigan,44.6846864,-83.59507875,7/30/20,807.0,-1
Michigan,44.6846864,-83.59507875,7/31/20,793.0,-1
Michigan,44.6846864,-83.59507875,8/1/20,758.0,-1
Michigan,44.6846864,-83.59507875,8/2/20,426.0,-1
Michigan,44.6846864,-83.59507875,8/3/20,616.0,-1
Michigan,44.6846864,-83.59507875,8/4/20,801.0,-1
Michigan,44.6846864,-83.59507875,8/5/20,718.0,-1
Michigan,44.6846864,-83.59507875,8/6/20,763.0,-1
Michigan,44.6846864,-83.59507875,8/7/20,814.0,-1
Michigan,44.6846864,-83.59507875,8/8/20,721.0,-1
Michigan,44.6846864,-83.59507875,8/9/20,535.0,-1
Michigan,44.6846864,-83.59507875,8/10/20,580.0,-1
Michigan,44.6846864,-83.59507875,8/11/20,907.0,-1
Michigan,44.6846864,-83.59507875,8/12/20,476.0,-1
Michigan,44.6846864,-83.59507875,8/13/20,1167.0,-1
Michigan,44.6846864,-83.59507875,8/14/20,868.0,-1
Michigan,44.6846864,-83.59507875,8/15/20,1058.0,-1
Michigan,44.6846864,-83.59507875,8/16/20,477.0,-1
Michigan,44.6846864,-83.59507875,8/17/20,490.0,-1
Michigan,44.6846864,-83.59507875,8/18/20,653.0,-1
Michigan,44.6846864,-83.59507875,8/19/20,689.0,-1
Michigan,44.6846864,-83.59507875,8/20/20,527.0,-1
Michigan,44.6846864,-83.59507875,8/21/20,0.0,-1
Michigan,44.6846864,-83.59507875,8/22/20,1426.0,-1
Michigan,44.6846864,-83.59507875,8/23/20,764.0,-1
Michigan,44.6846864,-83.59507875,8/24/20,878.0,-1
Michigan,44.6846864,-83.59507875,8/25/20,951.0,-1
Michigan,44.6846864,-83.59507875,8/26/20,843.0,-1
Michigan,44.6846864,-83.59507875,8/27/20,863.0,-1
Michigan,44.6846864,-83.59507875,8/28/20,793.0,-1
Michigan,44.6846864,-83.59507875,8/29/20,0.0,-1
Michigan,44.6846864,-83.59507875,8/30/20,1390.0,-1
Michigan,44.6846864,-83.59507875,8/31/20,499.0,-1
Michigan,44.6846864,-83.59507875,9/1/20,795.0,-1
Michigan,44.6846864,-83.59507875,9/2/20,648.0,-1
Michigan,44.6846864,-83.59507875,9/3/20,774.0,-1
Michigan,44.6846864,-83.59507875,9/4/20,1053.0,-1
Michigan,44.6846864,-83.59507875,9/5/20,896.0,-1
Michigan,44.6846864,-83.59507875,9/6/20,0.0,-1
Michigan,44.6846864,-83.59507875,9/7/20,1212.0,-1
Michigan,44.6846864,-83.59507875,9/8/20,499.0,-1
Michigan,44.6846864,-83.59507875,9/9/20,970.0,-1
Minnesota,46.60962049,-93.41168259999999,1/23/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/24/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/25/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/26/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/27/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/28/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/29/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/30/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,1/31/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/1/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/2/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/3/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/4/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/5/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/6/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/7/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/8/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/9/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/10/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/11/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/12/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/13/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/14/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/15/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/16/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/17/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/18/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/19/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/20/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/21/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/22/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/23/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/24/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/25/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/26/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/27/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/28/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,2/29/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/1/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/2/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/3/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/4/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/5/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/6/20,1.0,-1
Minnesota,46.60962049,-93.41168259999999,3/7/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/8/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/9/20,1.0,-1
Minnesota,46.60962049,-93.41168259999999,3/10/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/11/20,3.0,-1
Minnesota,46.60962049,-93.41168259999999,3/12/20,4.0,-1
Minnesota,46.60962049,-93.41168259999999,3/13/20,5.0,-1
Minnesota,46.60962049,-93.41168259999999,3/14/20,7.0,-1
Minnesota,46.60962049,-93.41168259999999,3/15/20,0.0,-1
Minnesota,46.60962049,-93.41168259999999,3/16/20,32.0,-1
Minnesota,46.60962049,-93.41168259999999,3/17/20,6.0,-1
Minnesota,46.60962049,-93.41168259999999,3/18/20,18.0,-1
Minnesota,46.60962049,-93.41168259999999,3/19/20,12.0,-1
Minnesota,46.60962049,-93.41168259999999,3/20/20,24.0,-1
Minnesota,46.60962049,-93.41168259999999,3/21/20,21.0,-1
Minnesota,46.60962049,-93.41168259999999,3/22/20,33.0,-1
Minnesota,46.60962049,-93.41168259999999,3/23/20,67.0,-1
Minnesota,46.60962049,-93.41168259999999,3/24/20,27.0,-1
Minnesota,46.60962049,-93.41168259999999,3/25/20,25.0,-1
Minnesota,46.60962049,-93.41168259999999,3/26/20,58.0,-1
Minnesota,46.60962049,-93.41168259999999,3/27/20,52.0,-1
Minnesota,46.60962049,-93.41168259999999,3/28/20,45.0,-1
Minnesota,46.60962049,-93.41168259999999,3/29/20,62.0,-1
Minnesota,46.60962049,-93.41168259999999,3/30/20,73.0,-1
Minnesota,46.60962049,-93.41168259999999,3/31/20,53.0,-1
Minnesota,46.60962049,-93.41168259999999,4/1/20,60.0,-1
Minnesota,46.60962049,-93.41168259999999,4/2/20,53.0,-1
Minnesota,46.60962049,-93.41168259999999,4/3/20,46.0,-1
Minnesota,46.60962049,-93.41168259999999,4/4/20,77.0,-1
Minnesota,46.60962049,-93.41168259999999,4/5/20,70.0,-1
Minnesota,46.60962049,-93.41168259999999,4/6/20,51.0,-1
Minnesota,46.60962049,-93.41168259999999,4/7/20,83.0,-1
Minnesota,46.60962049,-93.41168259999999,4/8/20,85.0,-1
Minnesota,46.60962049,-93.41168259999999,4/9/20,86.0,-1
Minnesota,46.60962049,-93.41168259999999,4/10/20,96.0,-1
Minnesota,46.60962049,-93.41168259999999,4/11/20,91.0,-1
